appeal_agency,exempt,id,jurisdiction,name,parent,requires_proxy,slug,status,types
,False,37486,6948,City of Hackensack,,False,hackensack-police-department,approved,[]
,False,489,172,University of Colorado School of Aerospace Engineering Sciences,,False,university-colorado-school-aerospace-engineering-sciences,approved,Education
,False,500,52,"Golden Gate Bridge, Highway and Transportation District",,False,golden-gate-bridge-highway-and-transportation-district,approved,[]
,False,493,154,University of Maryland Department of Aerospace Engineering,,False,university-maryland-department-aerospace-engineering,approved,Education
,False,38620,247,Hawaii Department Of Law Enforcement,,False,hawaii-department-of-law-enforcement,approved,[]
,False,23869,10579,Village Clerk,,False,clerkpinecrest-flgov,approved,[]
,False,20908,9038,Jefferson County Clerk,,True,jefferson-county-clerk,approved,[]
,False,23967,10,Minot Afb,,False,minot-afb,approved,[]
,False,11742,1,Non-Profit Organizations/ Public Charities Division,,False,the-non-profit-organizations-public-charities-division,approved,[]
,False,24210,4612,Guilford County,,False,guilford-county,approved,[]
,False,16594,6871,Municipal Clerk,,False,municipal-clerk,approved,[]
,False,24165,7790,Evanston School District 65,,False,evanston-school-district-65,approved,[]
,False,24038,48,Senator Pat Toomey,,False,senator-pat-toomey,approved,[]
,False,24154,68,Office Of The Wasington State Governor,,False,office-of-the-wasington-state-governor,approved,[]
,False,24040,3046,Madera County Department Of Water And Natural Resources,,False,madera-county-department-of-water-and-natural-resources,approved,[]
,False,532,227,New Mexico Institute of Mining and Technology,,False,new-mexico-institute-mining-and-technology,approved,[]
,False,533,227,New Mexico State University Physical Sciences Lab,,False,new-mexico-state-university-physical-sciences-lab,approved,School
,False,440,191,"Glendora, CA Police Department",,False,glendora-ca-police-department,approved,Police
,False,19764,141,San Francisco Police Commission,,False,san-francisco-police-commission,approved,[]
,False,24058,173,Business Oregon,,False,business-oregon,approved,[]
,False,31109,30562,Hendersonville Police Department,,False,hendersonville-police-department,approved,[]
,False,24042,10044,Little Rock Chamber Of Commerce,,False,little-rock-chamber-of-commerce,approved,[]
,False,24043,48,Representative Conor Lamb,,False,representatine-conor-lamb,approved,[]
,False,11730,30174,Election Commission,,True,election-commission,approved,[]
,False,24153,184,Peoria Housing Authority,,False,peoria-housing-authority,approved,[]
,False,24166,1802,City Of Shakopee,,False,city-of-shakopee,approved,[]
,False,24031,1,Department Of Elementary And Secondary Education,,False,massachusetts-department-of-elementary-and-secondary-education,approved,[]
,False,23586,336,Department Of Civic Innovation,,False,department-of-civic-innovation,approved,[]
,False,575,34,"University of Central Florida, Institute for Simulation and Training",,False,university-central-florida-institute-simulation-and-training,approved,[]
,False,550,231,Mississippi Department of Marine Resources,,False,mississippi-department-marine-resources,approved,[]
,False,23870,10564,Village Clerk,,False,villageclerknbvillagecom,approved,[]
,False,23886,11435,Boone County State's Attorney's Office,,False,boone-county-states-attorneys-office,approved,[]
,False,23963,1607,Metropolitian Council,,False,metropolitian-council,approved,[]
,False,24045,3109,City Of Beaumont,,False,city-of-beaumont,approved,[]
,False,23985,10,"Department Of Labor, Office Of Labor Management Standards",,False,department-of-labor-office-of-labor-management-standards,approved,[]
,False,31107,33599,Casper Police Department,,False,casper-police-department,approved,[]
,False,24211,347,City Of Garner,,False,city-of-garner,approved,[]
,False,24060,3149,Chowchilla Water District,,False,chowchilla-water-district,approved,[]
,False,2371,448,Town Clerk,,False,town-clerk,approved,[]
,False,31108,25673,Mentor Police Department,,False,mentor-police-department,approved,[]
,False,24063,10621,Temple Terrace City Clerk,,False,city-of-temple-terrace,approved,[]
,False,546,230,"Georgia Institute of Technology Police Department, Office of Emergency Preparedness",,False,georgia-institute-technology-police-department-office-emergency-preparedness,approved,Police
,False,24167,1178,City Of Brooklyn Park,,False,city-of-brooklyn-park,approved,[]
,False,616,288,Erie County Sheriff's Office,,False,erie-county-sheriffs-office,approved,Police
,False,24155,1952,Carlton County Sheriff,,False,carlton-county-sheriff,approved,[]
,False,23844,3880,Goffstown Police Department,,False,goffstown-police-department,approved,[]
,False,24209,16,Richmond County Clerk,,False,richmond-county,approved,[]
,False,24299,365,Cook County Procurement Office,,False,cook-county-procurement-office,approved,[]
,False,9627,3435,Santa Maria Police Department,,False,santa-maria-police-department,approved,[]
,False,3592,78,Arizona Legislature,,False,arizona-legislature,approved,[]
,False,38624,8827,Whitewater Police Department,,False,whitewater-police-department-wi,approved,[]
,False,43842,32771,Iola Police Department,,False,iola-police-department,approved,[]
,False,23845,3913,Laconia Police Department,,False,laconia-police-department,approved,[]
,False,24296,2582,North Texas Fusion Center,,False,north-texas-fusion-center,approved,[]
,False,23824,22240,Santa Fe New Mexico Adult Detention Facility,,False,santa-fe-new-mexico-adult-detention-facility,approved,[]
,False,23846,3939,Milford Police Department,,False,milford-police-department,approved,[]
,False,17914,319,City Of Memphis,,True,city-of-memphis,approved,[]
,False,31111,10451,School Board Of Orange County,,False,school-board-of-orange-county,approved,[]
,False,11194,4864,Cobb County Sheriff,,False,cobb-county,approved,[]
,False,3433,258,Springfield City Clerk,,False,springfield-city-clerk,approved,Clerk
,False,24212,4276,City Of Kernersville,,False,city-of-kernersville,approved,[]
,False,24048,3195,City Of Eastvale,,False,city-of-eastvale,approved,[]
,False,24064,34,Martin County,,False,martin-county,approved,[]
,False,4124,2816,City of Brownwood,,False,city-brownwood,approved,City Hall
,False,24156,18066,St. Louis County Sheriff,,False,st-louis-county-sheriff,approved,[]
,False,651,1,Metropolitan Law Enforcement Council (MetroLEC),,False,metropolitan-law-enforcement-council-metrolec,approved,Police
,False,24307,23250,Town of Gates,,False,city-of-gates,approved,[]
,False,17948,25824,The City Of Moraine,,False,the-city-of-moraine,approved,[]
,False,24168,1962,Dakota County,,False,dakota-county,approved,[]
,False,24302,5307,City Of Moreland,,False,city-of-moreland,approved,[]
,False,21969,22361,Weedsport Village Police Department,,False,weedsport-village-police-department,approved,[]
,False,14484,7361,Cass County Sheriff's Office,,False,cass-county-sheriffs-office,approved,[]
,False,5121,455,Attleboro Police Department,,False,police-department,approved,[]
,False,24305,9573,Show Low Az Police Department,,False,show-low-az-police-department,approved,[]
,False,661,327,Cleveland Police Department,,False,cleveland-police-department,approved,Police
,False,24312,2608,County Administration Office,,False,county-administration-office,approved,[]
,False,15113,113,Information Technology,,False,information-technology,approved,[]
,False,14817,145,Technology Services,,False,information-technology-colorado,approved,[]
,False,24323,126,Pittston Township,,False,pittston-township,approved,[]
,False,24335,8806,Surperior City Clerk,,False,surperior-wi,approved,[]
,False,4564,30201,Hamilton County (TN),,True,hamilton-county-tn,approved,[]
,False,24411,166,Office Of Community & Civic Life,,False,office-of-community-civic-life,approved,[]
,False,23588,145,Department Of Transportation And Infrastructure,,False,department-of-transportation-and-infrastructure,approved,[]
,False,26,1,Office of Consumer Affairs and Business Regulation,,False,office-of-consumer-affairs-and-business-regulation,approved,[]
,False,23847,3890,Hampton Police Department,,False,hampton-police-department,approved,[]
,False,31110,22139,Dona-anna Probate Cort,,False,dona-anna-probate-cort,approved,[]
,False,23872,10577,Village Clerk,,False,mrestrepokeybiscayneflgov,approved,[]
,False,10662,10,"National Science Foundation, Office of Inspector General",,False,national-science-foundation-office-of-inspector-general,approved,[]
,False,23987,8832,Shelby County Assessor Of Property,,False,assessor-of-property,approved,[]
,False,23988,145,Denver County Assessor's Office,,False,assessors-office,approved,[]
,False,24047,3370,City Of Perris,,False,city-of-perris,approved,[]
,False,24065,123,Orange County,,False,orange-county,approved,[]
,False,24169,383,Hennepin County,,False,hennepin-county,approved,[]
4780,False,24094,168,Dupage County Clerk,,False,dupage-county,approved,[]
,False,705,259,Concord Public Schools & Concord-Carlisle Regional School District,,False,concord-public-schools-concord-carlisle-regional-school-district,approved,School
,False,31113,94,Phoenix Convention Center,,False,phoenix-convention-center,approved,[]
,False,4657,715,Department of Public Works,,False,department-public-works,approved,[]
,False,24336,3067,Shasta County Jail,,False,shasta-county-jail,approved,[]
,False,24304,7448,Will County Board,,False,will-county-board,approved,[]
,False,650,318,Dover Police Department,,False,dover-police-department,approved,Police
,False,24410,48,Executive Office For The U.s. Attorneys,,False,executive-office-for-the-us-attorneys,approved,[]
,False,14658,168,Illinois Department Of Innovation And Technology,,False,department-of-information-and-technology,approved,[]
,False,24297,109,Intelligence And Counterterrorism,,False,intelligence-and-counterterrorism,approved,[]
,False,24337,52,Transbay Joint Powers Authority,,False,transbay-joint-powers-authority,approved,[]
,False,23590,326,Public Works,,False,public-works,approved,[]
,False,18636,3061,Office of the City Administrator,,False,san-fransisco-311,approved,[]
,False,23848,3869,Exeter Police Department,,False,exeter-police-department,approved,[]
,False,23873,10571,Village Clerk,,False,mfernandezvirginiagardens-flgov,approved,[]
,False,23875,10581,Town Clerk,,False,inguanzogmiamilakes-flgov,approved,[]
,False,24066,34,Palm Beach County,,False,palm-beach-county,approved,[]
,False,23971,130,Fbi - Pittsburgh,,False,fbi-pittsburgh,approved,[]
,False,6209,8962,City Manager's Office,,False,city-managers-office,approved,[]
,False,24049,307,Sacramento County Office Of Economic Development,,False,sacramento-county-office-of-economic-development,approved,[]
,False,9901,16,New York State Division of Homes and Community Renewal [APPEALS],,False,new-york-state-division-homes-and-community-renewal,approved,[]
,False,17377,19622,Jackson State University,,False,jackson-state-university,approved,[]
,False,24158,156,Fon Du Lac Police Department,,False,fon-du-lac-police-department,approved,[]
,False,24170,2010,Scott County,,False,scott-county,approved,[]
,False,3226,1083,Lake Winnebago Area Metropolitan Enforcement Group,,False,lake-winnebago-area-metropolitan-enforcement-group,approved,[]
,False,24311,4249,High Point Housing Authority,,False,high-point-housing-authority,approved,[]
